ci_initial,ci_final,elapsed_time,iterations
1,0,0.031351566314697266,11
0,0,0.0066754817962646484,8
1,0,0.013584613800048828,9
1,0,0.018887996673583984,12
1,0,0.03910064697265625,2
0,0,0.0978538990020752,8
1,0,0.05429220199584961,6
1,0,0.020193099975585938,7
1,0,0.01822376251220703,14
1,0,0.015510320663452148,13
1,0,0.035967350006103516,9
0,0,0.0313260555267334,10
1,0,0.01540517807006836,9
1,0,0.010862112045288086,8
1,0,0.02910757064819336,5
0,0,0.026356935501098633,7
1,0,0.030469417572021484,11
1,0,0.036606788635253906,12
1,0,0.015030384063720703,6
1,0,0.015238046646118164,8
1,0,0.008045196533203125,11
1,0,0.03301572799682617,14
1,0,0.014256954193115234,9
1,0,0.0135955810546875,6
1,0,0.016312599182128906,11
1,0,0.0619349479675293,5
1,0,0.0745844841003418,5
0,0,0.035630226135253906,3
1,0,0.14754343032836914,16
1,0,0.07849001884460449,8
1,0,0.0839390754699707,12
1,0,0.013412714004516602,7
1,0,0.009796380996704102,14
1,0,0.011540412902832031,8
1,0,0.03979849815368652,11
1,0,0.009633779525756836,10
1,0,0.014364004135131836,5
1,0,0.009002923965454102,6
1,0,0.06226825714111328,8
1,0,0.01265716552734375,10
1,0,0.02692866325378418,13
1,0,0.03799891471862793,11
1,0,0.030365943908691406,11
1,0,0.020212650299072266,9
1,0,0.09202146530151367,10
1,0,0.1023263931274414,7
1,0,0.10042047500610352,8
1,0,0.12825369834899902,12
1,0,0.062247276306152344,6
1,0,0.08919191360473633,10
1,0,0.09750914573669434,10
1,0,0.03392434120178223,3
1,0,0.008022546768188477,7
1,0,0.018321514129638672,11
0,0,0.015433311462402344,7
1,0,0.023572921752929688,3
1,0,0.010873556137084961,9
1,0,0.018726825714111328,11
1,0,0.015678882598876953,10
1,0,0.04887127876281738,12
1,0,0.01607370376586914,11
1,0,0.016356468200683594,3
1,0,0.023299217224121094,6
1,0,0.04299354553222656,13
1,0,0.017500638961791992,14
1,0,0.023375272750854492,10
1,0,0.015465974807739258,8
1,0,0.016178131103515625,8
1,0,0.040719032287597656,8
1,0,0.03530740737915039,3
1,0,0.1159365177154541,9
1,0,0.09293079376220703,9
1,0,0.13437652587890625,11
1,0,0.0076141357421875,8
1,0,0.029979228973388672,7
1,0,0.04496121406555176,3
1,0,0.012135982513427734,9
0,0,0.013705968856811523,7
1,0,0.01387643814086914,14
1,0,0.014606475830078125,8
1,0,0.01833820343017578,8
1,0,0.01674628257751465,7
1,0,0.014921426773071289,11
1,0,0.028771400451660156,8
0,0,0.005440473556518555,3
1,0,0.014798641204833984,13
1,0,0.014562129974365234,2
1,0,0.016016006469726562,8
1,0,0.01877284049987793,7
1,0,0.01713705062866211,8
1,0,0.026221513748168945,15
1,0,0.011472702026367188,10
1,0,0.010866880416870117,11
1,0,0.015053749084472656,4
1,0,0.009520769119262695,8
1,0,0.02130579948425293,8
1,0,0.010076284408569336,16
1,0,0.017026185989379883,8
1,0,0.00934910774230957,12
1,0,0.017786026000976562,7
