ci_initial,ci_final,elapsed_time,iterations
1,0,0.0053558349609375,3
0,0,0.004776477813720703,2
0,0,0.004758358001708984,2
1,0,0.005095481872558594,4
1,0,0.006890773773193359,3
1,0,0.00520634651184082,3
1,0,0.010668754577636719,3
1,0,0.005149364471435547,3
0,0,0.004794120788574219,2
0,0,0.004692792892456055,2
0,0,0.004783153533935547,2
1,0,0.004953861236572266,3
0,0,0.004750728607177734,2
1,0,0.005638837814331055,3
1,0,0.007155656814575195,3
0,0,0.005258321762084961,2
1,0,0.004946708679199219,3
0,0,0.004769563674926758,2
1,0,0.005069732666015625,3
0,0,0.005201101303100586,2
0,0,0.004972696304321289,2
0,0,0.005289316177368164,2
0,0,0.00680994987487793,2
0,0,0.004740476608276367,2
1,0,0.0051572322845458984,3
1,0,0.005299568176269531,3
0,0,0.0047075748443603516,2
1,0,0.005064487457275391,3
1,0,0.005213260650634766,3
0,0,0.004759550094604492,2
1,0,0.004907131195068359,3
0,0,0.004819631576538086,2
1,0,0.006100893020629883,3
0,0,0.004918575286865234,2
1,0,0.00522303581237793,3
1,0,0.005785226821899414,3
1,0,0.00492548942565918,3
1,0,0.0049288272857666016,3
0,0,0.004666328430175781,2
0,0,0.005756378173828125,2
1,0,0.004924774169921875,3
1,0,0.004860877990722656,3
1,0,0.005242824554443359,3
0,0,0.005009174346923828,2
0,0,0.006709098815917969,2
1,0,0.004883527755737305,3
0,0,0.004759311676025391,2
0,0,0.0046465396881103516,2
1,0,0.004899024963378906,3
0,0,0.004827022552490234,2
0,0,0.005076169967651367,2
1,0,0.0062029361724853516,3
1,0,0.0064868927001953125,3
0,0,0.0051229000091552734,2
1,0,0.006042003631591797,3
0,0,0.004716157913208008,2
1,0,0.004896879196166992,3
0,0,0.004805088043212891,2
0,0,0.005837678909301758,2
0,0,0.004747867584228516,2
0,0,0.004759311676025391,2
0,0,0.0060710906982421875,2
0,0,0.004995107650756836,2
1,0,0.005782365798950195,3
0,0,0.004891395568847656,2
1,0,0.005274057388305664,3
1,0,0.004857778549194336,3
1,0,0.004888772964477539,3
0,0,0.004688262939453125,2
1,0,0.005187034606933594,4
1,0,0.0049839019775390625,3
0,0,0.005609750747680664,2
0,0,0.0050640106201171875,2
0,0,0.005493879318237305,2
0,0,0.00492095947265625,2
0,0,0.00485539436340332,2
0,0,0.004748821258544922,2
0,0,0.00478053092956543,2
0,0,0.00500178337097168,2
0,0,0.0048825740814208984,2
0,0,0.0049097537994384766,2
1,0,0.006215810775756836,3
0,0,0.005057811737060547,2
0,0,0.008624792098999023,2
1,0,0.005667448043823242,3
1,0,0.005556344985961914,3
0,0,0.004807472229003906,2
0,0,0.004925966262817383,2
1,0,0.0052013397216796875,4
1,0,0.0051229000091552734,3
0,0,0.007813215255737305,2
0,0,0.004895210266113281,2
0,0,0.005049467086791992,2
1,0,0.0050737857818603516,3
0,0,0.004678964614868164,2
1,0,0.005182981491088867,3
0,0,0.00472569465637207,2
0,0,0.0046482086181640625,2
0,0,0.005263328552246094,2
0,0,0.005041360855102539,2
