ci_initial,ci_final,elapsed_time,iterations
5,4,0.032602548599243164,3
5,4,0.09188723564147949,4
5,4,0.10918378829956055,4
5,3,0.11698317527770996,6
5,4,0.10473823547363281,5
5,4,0.06961178779602051,5
5,4,0.05642557144165039,4
5,4,0.11326313018798828,5
5,4,0.06292414665222168,4
5,4,0.09267067909240723,4
5,4,0.13030505180358887,7
5,4,0.08409857749938965,5
5,4,0.09994864463806152,6
5,3,0.09368395805358887,6
5,4,0.10266923904418945,7
5,3,0.11547017097473145,6
5,3,0.1007528305053711,6
5,4,0.09327125549316406,4
5,4,0.11993670463562012,7
5,4,0.07939267158508301,5
5,3,0.12036514282226562,8
4,4,0.08328413963317871,5
5,4,0.09754490852355957,4
5,4,0.09474825859069824,4
5,3,0.11228418350219727,6
5,4,0.10678648948669434,7
5,4,0.010624170303344727,4
5,4,0.11408448219299316,7
5,4,0.07651519775390625,4
5,4,0.106842041015625,5
5,4,0.09058308601379395,6
5,4,0.07053208351135254,3
5,4,0.0912163257598877,5
5,3,0.10857796669006348,6
5,4,0.10667777061462402,5
5,4,0.07837057113647461,5
5,4,0.07005167007446289,5
5,4,0.06903290748596191,5
5,4,0.047965049743652344,3
5,4,0.0824122428894043,4
5,3,0.11467194557189941,5
5,4,0.08341002464294434,4
5,4,0.08348608016967773,4
5,4,0.10076308250427246,5
5,4,0.08804678916931152,4
5,4,0.11417460441589355,5
5,4,0.17764687538146973,6
5,4,0.08132410049438477,4
5,3,0.13849329948425293,6
5,4,0.15746831893920898,5
5,4,0.11340785026550293,4
5,4,0.11169219017028809,5
5,4,0.11122632026672363,6
5,4,0.1589810848236084,9
5,4,0.12976861000061035,6
5,4,0.06155133247375488,4
5,4,0.11253166198730469,5
5,4,0.08748102188110352,5
5,3,0.13770842552185059,6
5,4,0.10418033599853516,5
5,4,0.06455874443054199,5
5,4,0.08117842674255371,4
5,4,0.10190296173095703,5
5,4,0.09378170967102051,5
5,4,0.10051107406616211,5
5,4,0.11740922927856445,5
5,4,0.09717011451721191,5
5,4,0.09588503837585449,5
5,4,0.10115504264831543,4
5,4,0.11255264282226562,5
5,3,0.10904622077941895,6
5,4,0.0863349437713623,5
5,4,0.07526040077209473,4
5,3,0.08970284461975098,5
5,4,0.05786323547363281,3
5,4,0.10578346252441406,5
4,4,0.096588134765625,4
5,4,0.11525678634643555,6
5,3,0.11504101753234863,6
5,4,0.07926487922668457,4
5,4,0.10025763511657715,5
5,3,0.12523436546325684,6
5,4,0.06510043144226074,4
5,4,0.07541990280151367,5
5,4,0.1134333610534668,6
4,4,0.11238598823547363,4
5,4,0.07641363143920898,4
5,4,0.09987759590148926,5
5,4,0.13904500007629395,10
5,4,0.0870814323425293,4
5,4,0.10017633438110352,5
5,4,0.09946298599243164,5
5,4,0.0904531478881836,4
5,4,0.08094167709350586,5
5,4,0.09261727333068848,5
5,4,0.11410665512084961,7
5,4,0.08781218528747559,5
5,4,0.10067415237426758,5
5,4,0.10883522033691406,5
5,4,0.0639493465423584,3
5,4,0.07726073265075684,4
5,4,0.097412109375,4
5,4,0.06405258178710938,4
5,4,0.11327934265136719,7
5,4,0.11954069137573242,4
5,4,0.05672907829284668,3
4,4,0.12194013595581055,5
5,4,0.13268375396728516,6
5,3,0.13051509857177734,6
5,4,0.10659933090209961,4
5,4,0.1158454418182373,5
5,4,0.16075468063354492,5
5,4,0.06450200080871582,4
5,4,0.05717635154724121,4
5,4,0.09353756904602051,7
5,4,0.0671238899230957,4
5,4,0.09473633766174316,4
5,4,0.13649964332580566,5
5,4,0.09726309776306152,4
5,4,0.10201025009155273,5
5,3,0.11690163612365723,6
5,3,0.09691596031188965,6
5,4,0.05223584175109863,5
5,4,0.05568957328796387,4
5,4,0.06130790710449219,3
5,4,0.0906667709350586,5
5,4,0.0630958080291748,4
5,4,0.02084636688232422,5
5,4,0.025278091430664062,5
5,4,0.08374214172363281,4
5,4,0.10102558135986328,5
5,4,0.10911774635314941,6
5,4,0.0704338550567627,3
5,4,0.10730671882629395,4
5,4,0.07834935188293457,4
4,4,0.06998920440673828,3
5,3,0.11472606658935547,6
5,4,0.12082982063293457,5
5,4,0.07536983489990234,4
4,4,0.0704507827758789,4
5,4,0.07799458503723145,4
5,4,0.10251617431640625,6
5,4,0.029387235641479492,4
5,4,0.02544379234313965,6
5,4,0.022835731506347656,5
5,3,0.06939363479614258,8
5,4,0.021526098251342773,3
5,4,0.024698495864868164,6
4,4,0.08549904823303223,5
5,4,0.10821747779846191,6
5,4,0.07742881774902344,4
5,4,0.10025405883789062,5
5,4,0.09009432792663574,4
4,4,0.11607813835144043,5
5,4,0.11061716079711914,4
5,4,0.10727310180664062,4
5,4,0.1104128360748291,10
6,4,0.07697844505310059,3
5,3,0.10831379890441895,6
5,3,0.014809131622314453,6
5,4,0.02176380157470703,7
5,4,0.020203351974487305,4
5,4,0.09599637985229492,5
5,4,0.07298684120178223,4
5,4,0.09431719779968262,4
5,4,0.05956578254699707,7
5,4,0.10726451873779297,5
5,4,0.08084917068481445,5
5,4,0.1081855297088623,4
5,4,0.045763492584228516,3
5,4,0.10497379302978516,4
5,4,0.030162334442138672,3
4,4,0.0953817367553711,3
4,4,0.06384158134460449,3
5,4,0.08370184898376465,5
5,4,0.10390925407409668,5
5,4,0.08157205581665039,3
5,4,0.11531949043273926,5
6,4,0.13675498962402344,6
5,4,0.10731220245361328,4
5,4,0.07790398597717285,3
5,4,0.17462396621704102,6
5,4,0.11571621894836426,5
5,4,0.16594982147216797,8
4,4,0.08726239204406738,3
5,4,0.09873080253601074,4
5,3,0.11966228485107422,6
5,4,0.10352158546447754,5
5,4,0.13384127616882324,4
5,4,0.07155513763427734,6
5,4,0.11332511901855469,5
5,3,0.10731792449951172,6
5,3,0.08079814910888672,7
5,4,0.01459646224975586,4
5,4,0.020753145217895508,4
5,4,0.07734441757202148,5
5,4,0.05695462226867676,5
5,4,0.05617499351501465,5
5,4,0.08631014823913574,4
5,4,0.11083602905273438,5
5,4,0.08364605903625488,4
5,4,0.116973876953125,7
5,4,0.08926248550415039,4
6,4,0.09792399406433105,5
5,4,0.08329081535339355,4
5,4,0.0695345401763916,3
5,3,0.11915326118469238,7
5,4,0.0947566032409668,5
5,4,0.10112571716308594,5
5,3,0.11094093322753906,6
5,4,0.1103205680847168,5
5,4,0.05136513710021973,3
5,4,0.10503554344177246,6
5,3,0.10947036743164062,7
5,4,0.08498811721801758,4
5,4,0.07946085929870605,4
5,4,0.07205891609191895,3
5,4,0.0988302230834961,6
5,4,0.035698652267456055,5
5,4,0.021555185317993164,5
5,4,0.02398991584777832,4
5,4,0.024950504302978516,4
5,3,0.029612064361572266,5
5,4,0.0696570873260498,5
5,4,0.06881475448608398,5
5,3,0.022706031799316406,6
5,4,0.022479772567749023,4
5,4,0.022075414657592773,4
5,4,0.021393299102783203,3
5,4,0.021795988082885742,3
5,4,0.09125399589538574,4
5,4,0.08336997032165527,3
5,3,0.11941981315612793,7
5,4,0.09463357925415039,6
5,4,0.0563662052154541,3
5,4,0.09079146385192871,4
5,4,0.09797883033752441,5
5,4,0.049779653549194336,3
5,4,0.08514547348022461,4
4,4,0.1017601490020752,4
5,4,0.0466611385345459,3
5,4,0.10590410232543945,5
5,4,0.11131048202514648,5
5,4,0.104400634765625,5
5,4,0.09274816513061523,4
5,4,0.07040739059448242,4
5,3,0.020346879959106445,6
5,4,0.021970033645629883,4
5,4,0.021692276000976562,4
5,4,0.0777425765991211,4
5,4,0.08590078353881836,4
5,4,0.09430956840515137,5
5,4,0.0854651927947998,4
5,4,0.08712553977966309,5
5,4,0.07405352592468262,4
5,4,0.0760338306427002,4
5,4,0.0705862045288086,4
5,3,0.11084461212158203,6
