ci_initial,ci_final,elapsed_time,iterations
1,0,8.979753494262695,8
2,0,8.475413084030151,6
1,0,8.489033460617065,8
1,0,8.919902086257935,8
1,0,8.689991235733032,8
1,0,8.830053806304932,8
1,0,8.92592453956604,8
1,0,8.896756410598755,8
1,0,9.284496784210205,8
1,0,8.85230040550232,8
1,0,11.315890789031982,8
1,0,9.937549829483032,4
1,0,10.967102766036987,8
1,0,9.855101346969604,8
0,0,9.832651138305664,4
2,0,10.009995937347412,5
1,0,10.329875230789185,8
1,0,9.115993738174438,5
2,0,10.026971340179443,6
2,0,9.652070999145508,6
1,0,9.976930618286133,8
3,0,9.038239479064941,5
2,0,8.741960048675537,5
1,0,8.97664737701416,4
2,0,8.880926370620728,5
1,0,9.26566481590271,4
1,0,9.372937440872192,8
1,0,8.870890855789185,8
1,0,9.095258235931396,8
1,0,9.025607824325562,4
