ci_initial,ci_final,elapsed_time,iterations
1,0,0.047518014907836914,3
0,0,0.06598734855651855,3
0,0,0.05849623680114746,3
0,0,0.07052302360534668,3
0,0,0.054486989974975586,3
0,0,0.0783681869506836,3
0,0,0.0904088020324707,3
0,0,0.09775662422180176,3
0,0,0.10951519012451172,3
0,0,0.04885387420654297,3
0,0,0.047112464904785156,3
1,0,0.06058526039123535,4
1,0,0.09388875961303711,4
0,0,0.08740949630737305,3
1,0,0.09439396858215332,4
0,0,0.0827183723449707,3
0,0,0.08353114128112793,3
1,0,0.05799698829650879,3
0,0,0.08679056167602539,3
0,0,0.03977084159851074,3
0,0,0.05817055702209473,3
0,0,0.06861329078674316,3
0,0,0.06585907936096191,3
1,0,0.06845712661743164,4
0,0,0.07060933113098145,3
1,0,0.10964131355285645,4
0,0,0.053205251693725586,3
0,0,0.13570189476013184,3
0,0,0.0958411693572998,3
1,0,0.08166098594665527,3
0,0,0.09946393966674805,3
0,0,0.11281132698059082,3
0,0,0.06894063949584961,3
0,0,0.054117441177368164,3
0,0,0.059172868728637695,3
0,0,0.063751220703125,3
0,0,0.06111788749694824,3
0,0,0.05013442039489746,3
0,0,0.08735394477844238,3
0,0,0.09066915512084961,3
0,0,0.0661168098449707,3
0,0,0.06151270866394043,3
0,0,0.036780595779418945,3
1,0,0.07148361206054688,4
0,0,0.07711124420166016,3
0,0,0.06679224967956543,3
0,0,0.06279754638671875,3
0,0,0.060947418212890625,3
0,0,0.06821489334106445,3
0,0,0.050209760665893555,3
1,0,0.06440305709838867,4
0,0,0.055765628814697266,3
0,0,0.06541657447814941,3
0,0,0.058248281478881836,3
0,0,0.05222630500793457,3
0,0,0.11510014533996582,3
0,0,0.07019352912902832,3
0,0,0.06995558738708496,3
0,0,0.047838449478149414,3
0,0,0.07715582847595215,3
0,0,0.04854273796081543,3
0,0,0.05413222312927246,3
0,0,0.060471534729003906,3
0,0,0.06836795806884766,3
0,0,0.071136474609375,3
0,0,0.0783541202545166,3
0,0,0.052506208419799805,3
1,0,0.06521868705749512,3
0,0,0.03906989097595215,3
0,0,0.05986523628234863,3
0,0,0.06638121604919434,3
0,0,0.04777026176452637,3
0,0,0.05326366424560547,3
0,0,0.054856061935424805,3
0,0,0.06593799591064453,3
0,0,0.07307600975036621,3
0,0,0.07979559898376465,3
0,0,0.0704958438873291,3
1,0,0.06284046173095703,4
0,0,0.047330379486083984,3
0,0,0.03629922866821289,3
0,0,0.03418397903442383,3
0,0,0.0332944393157959,3
0,0,0.04734349250793457,3
0,0,0.04823732376098633,3
0,0,0.0531919002532959,3
0,0,0.0407099723815918,3
0,0,0.047177791595458984,3
0,0,0.0511476993560791,3
0,0,0.05868363380432129,3
0,0,0.04141640663146973,3
0,0,0.044625282287597656,3
0,0,0.04522705078125,3
0,0,0.04512810707092285,3
0,0,0.09423232078552246,3
0,0,0.06323695182800293,3
0,0,0.05266904830932617,3
0,0,0.07861185073852539,3
0,0,0.09148621559143066,3
0,0,0.07262730598449707,3
