ci_initial,ci_final,elapsed_time,iterations
0,0,3.819462299346924,7
0,0,5.021204471588135,9
1,0,4.228343963623047,8
0,0,4.6731109619140625,8
0,0,4.371424198150635,9
0,0,4.065176486968994,8
0,0,3.9033849239349365,8
0,0,3.755540609359741,8
0,0,3.884998083114624,9
0,0,5.00683331489563,6
0,0,3.822443723678589,8
0,0,3.879750967025757,8
0,0,3.870577096939087,7
1,0,3.9839799404144287,14
0,0,3.8529038429260254,8
0,0,3.8940701484680176,6
1,0,3.8389267921447754,9
0,0,3.917616844177246,7
0,0,3.8570001125335693,8
0,0,3.9043526649475098,8
0,0,19.988757610321045,7
0,0,6.287682294845581,6
0,0,7.871203422546387,5
0,0,6.109731197357178,8
0,0,5.061718225479126,8
0,0,4.713091135025024,6
0,0,4.885374546051025,8
0,0,5.2126243114471436,8
0,0,5.164306640625,7
1,0,4.974027872085571,18
