ci_initial,ci_final,elapsed_time,iterations
0,0,0.06312084197998047,2
0,0,0.06296658515930176,1
0,0,0.06270384788513184,2
0,0,0.06286430358886719,2
0,0,0.06332230567932129,4
0,0,0.06380820274353027,4
0,0,0.07155585289001465,2
0,0,0.06318545341491699,2
0,0,0.06415677070617676,2
0,0,0.062195539474487305,1
0,0,0.06627416610717773,3
0,0,0.0636589527130127,2
0,0,0.06432795524597168,1
0,0,0.06269526481628418,2
0,0,0.062744140625,2
0,0,0.06316089630126953,2
0,0,0.06310486793518066,2
0,0,0.06445908546447754,2
0,0,0.06176924705505371,2
0,0,0.06464910507202148,2
0,0,0.06453633308410645,2
0,0,0.0641622543334961,1
0,0,0.0686941146850586,2
0,0,0.06334233283996582,1
0,0,0.06184673309326172,2
0,0,0.06366372108459473,2
0,0,0.06496429443359375,1
0,0,0.06142425537109375,1
0,0,0.06327104568481445,3
0,0,0.06316971778869629,2
0,0,0.06327176094055176,2
0,0,0.06228208541870117,3
0,0,0.06240487098693848,2
0,0,0.06382203102111816,1
0,0,0.06297922134399414,2
0,0,0.06160783767700195,2
0,0,0.062172889709472656,3
0,0,0.07146906852722168,3
0,0,0.06433939933776855,1
0,0,0.06308889389038086,3
0,0,0.07922863960266113,2
0,0,0.06555032730102539,3
0,0,0.06469535827636719,2
0,0,0.06269288063049316,2
0,0,0.06295609474182129,3
0,0,0.0947871208190918,1
0,0,0.06789159774780273,2
0,0,0.06292963027954102,3
0,0,0.06364607810974121,2
0,0,0.06623435020446777,1
0,0,0.06787395477294922,2
0,0,0.06456232070922852,1
0,0,0.07144594192504883,2
0,0,0.0638275146484375,1
0,0,0.0604548454284668,2
0,0,0.06205272674560547,2
0,0,0.06409263610839844,2
0,0,0.06608057022094727,3
0,0,0.06577348709106445,1
0,0,0.06281399726867676,1
0,0,0.06307578086853027,2
0,0,0.06311893463134766,2
0,0,0.06363558769226074,2
0,0,0.06296634674072266,3
0,0,0.06253552436828613,3
0,0,0.06634259223937988,2
0,0,0.0637669563293457,2
0,0,0.06385612487792969,2
0,0,0.0680243968963623,2
0,0,0.062447309494018555,2
0,0,0.07236504554748535,1
0,0,0.06440591812133789,2
0,0,0.06229281425476074,1
0,0,0.06247568130493164,1
0,0,0.06306886672973633,2
0,0,0.06442022323608398,1
0,0,0.06438016891479492,3
0,0,0.06233382225036621,2
0,0,0.06280660629272461,2
0,0,0.06333780288696289,4
0,0,0.0743253231048584,2
0,0,0.06299471855163574,2
0,0,0.08670544624328613,1
0,0,0.0744936466217041,1
0,0,0.06198596954345703,2
0,0,0.06292462348937988,3
0,0,0.06367135047912598,1
0,0,0.06338953971862793,1
0,0,0.06482315063476562,2
0,0,0.06360197067260742,4
0,0,0.0623631477355957,1
0,0,0.0623016357421875,2
0,0,0.062330007553100586,2
0,0,0.06135153770446777,1
0,0,0.06325459480285645,1
0,0,0.06650090217590332,1
0,0,0.06352782249450684,2
0,0,0.061995744705200195,2
0,0,0.07964324951171875,2
0,0,0.0646054744720459,4
