ci_initial,ci_final,elapsed_time,iterations
0,0,0.022367000579833984,2
0,0,0.03674435615539551,2
0,0,0.04494047164916992,2
0,0,0.02868175506591797,2
0,0,0.043425559997558594,2
0,0,0.04984474182128906,2
0,0,0.06316351890563965,2
0,0,0.0383143424987793,2
0,0,0.04491019248962402,2
0,0,0.04238557815551758,2
0,0,0.043581485748291016,2
0,0,0.04481315612792969,2
0,0,0.04469466209411621,2
0,0,0.04529213905334473,2
0,0,0.044768571853637695,2
0,0,0.04470229148864746,2
0,0,0.04222607612609863,2
0,0,0.04451251029968262,2
0,0,0.04458475112915039,2
0,0,0.04402923583984375,2
0,0,0.04449653625488281,2
0,0,0.04226946830749512,2
0,0,0.04701685905456543,2
0,0,0.04154682159423828,2
0,0,0.04480576515197754,2
0,0,0.036072492599487305,2
0,0,0.0297696590423584,2
0,0,0.03128767013549805,2
0,0,0.03694963455200195,2
0,0,0.04429221153259277,2
0,0,0.02481865882873535,2
0,0,0.036895751953125,2
0,0,0.03995633125305176,2
0,0,0.046927452087402344,2
0,0,0.04750180244445801,2
0,0,0.04275965690612793,2
0,0,0.04195117950439453,2
0,0,0.040343284606933594,2
0,0,0.041242122650146484,2
0,0,0.040833234786987305,2
0,0,0.036202192306518555,2
0,0,0.03847837448120117,2
0,0,0.04571366310119629,2
0,0,0.03622174263000488,2
0,0,0.03855538368225098,2
0,0,0.040785789489746094,2
0,0,0.038343191146850586,2
0,0,0.05637645721435547,2
0,0,0.06536555290222168,2
0,0,0.04850172996520996,2
0,0,0.03620004653930664,2
0,0,0.04177069664001465,2
0,0,0.0380551815032959,2
0,0,0.051961660385131836,2
0,0,0.0368809700012207,2
0,0,0.04369211196899414,2
0,0,0.04142045974731445,2
0,0,0.041182756423950195,2
0,0,0.04583883285522461,2
0,0,0.06614947319030762,2
0,0,0.051691293716430664,2
0,0,0.04467940330505371,2
0,0,0.0656125545501709,2
0,0,0.058519601821899414,2
0,0,0.05418276786804199,2
0,0,0.04246091842651367,2
0,0,0.0523679256439209,2
0,0,0.06896829605102539,2
0,0,0.043799638748168945,2
0,0,0.04242110252380371,2
0,0,0.03936648368835449,2
0,0,0.037744998931884766,2
0,0,0.04740738868713379,2
0,0,0.07129645347595215,2
0,0,0.07517242431640625,2
0,0,0.04655718803405762,2
0,0,0.04052877426147461,2
0,0,0.04149651527404785,2
0,0,0.03614377975463867,2
0,0,0.031124353408813477,2
0,0,0.03931427001953125,2
0,0,0.04096865653991699,2
0,0,0.04084944725036621,2
0,0,0.038687944412231445,2
0,0,0.04346489906311035,2
0,0,0.04327034950256348,2
0,0,0.03896903991699219,2
0,0,0.04225969314575195,2
0,0,0.0390782356262207,2
0,0,0.030831098556518555,2
0,0,0.03076457977294922,2
0,0,0.0361475944519043,2
0,0,0.037245988845825195,2
0,0,0.03412365913391113,2
0,0,0.0341954231262207,2
0,0,0.0409393310546875,2
0,0,0.04704022407531738,2
0,0,0.05929160118103027,2
0,0,0.04944753646850586,2
0,0,0.05668807029724121,2
