ci_initial,ci_final,elapsed_time,iterations
0,0,0.0369565486907959,1
0,0,0.034323930740356445,1
0,0,0.030027389526367188,1
0,0,0.05031394958496094,1
0,0,0.03417396545410156,1
0,0,0.023612260818481445,1
0,0,0.033777713775634766,1
0,0,0.023546218872070312,1
0,0,0.03422379493713379,1
0,0,0.03493452072143555,1
0,0,0.030377626419067383,1
0,0,0.03243112564086914,1
0,0,0.016828536987304688,1
0,0,0.01877880096435547,1
0,0,0.03399014472961426,1
0,0,0.03509092330932617,1
0,0,0.02922987937927246,1
0,0,0.033315420150756836,1
0,0,0.025042295455932617,1
0,0,0.024879932403564453,1
0,0,0.018515586853027344,1
0,0,0.046071767807006836,1
0,0,0.0271146297454834,1
0,0,0.021203041076660156,1
0,0,0.02344679832458496,1
0,0,0.0197598934173584,1
0,0,0.024748563766479492,1
0,0,0.03380560874938965,1
0,0,0.03141641616821289,1
0,0,0.01733708381652832,1
0,0,0.01676797866821289,1
0,0,0.03310251235961914,1
0,0,0.017656564712524414,1
0,0,0.022198200225830078,1
0,0,0.016259431838989258,1
0,0,0.05417752265930176,1
0,0,0.022870779037475586,1
0,0,0.019860029220581055,1
0,0,0.018004179000854492,1
0,0,0.028961658477783203,1
0,0,0.020714282989501953,1
0,0,0.0374147891998291,1
0,0,0.028872251510620117,1
0,0,0.021628379821777344,1
0,0,0.027517318725585938,1
0,0,0.018788814544677734,1
0,0,0.022864580154418945,1
0,0,0.04222583770751953,1
0,0,0.02887868881225586,1
0,0,0.020339250564575195,1
0,0,0.035070180892944336,1
0,0,0.024969816207885742,1
0,0,0.019079208374023438,1
0,0,0.023337841033935547,1
0,0,0.026961803436279297,1
0,0,0.01988959312438965,1
0,0,0.01964402198791504,1
0,0,0.025436878204345703,1
0,0,0.016265392303466797,1
0,0,0.02025580406188965,1
0,0,0.01873040199279785,1
0,0,0.01946711540222168,1
0,0,0.02329850196838379,1
0,0,0.017327070236206055,1
0,0,0.018268585205078125,1
0,0,0.024283647537231445,1
0,0,0.02110600471496582,1
0,0,0.023373842239379883,1
0,0,0.01801323890686035,1
0,0,0.018858671188354492,1
0,0,0.023340702056884766,1
0,0,0.017954349517822266,1
0,0,0.02778005599975586,1
0,0,0.0219876766204834,1
0,0,0.020557403564453125,1
0,0,0.01714801788330078,1
0,0,0.020841360092163086,1
0,0,0.025562286376953125,1
0,0,0.03419852256774902,1
0,0,0.022127866744995117,1
0,0,0.03213953971862793,1
0,0,0.027973651885986328,1
0,0,0.03362464904785156,1
0,0,0.021075010299682617,1
0,0,0.02538323402404785,1
0,0,0.0172579288482666,1
0,0,0.019754886627197266,1
0,0,0.028671741485595703,1
0,0,0.017392873764038086,1
0,0,0.018850326538085938,1
0,0,0.019576311111450195,1
0,0,0.026989221572875977,1
0,0,0.018285036087036133,1
0,0,0.019770383834838867,1
0,0,0.01889824867248535,1
0,0,0.018359899520874023,1
0,0,0.024253129959106445,1
0,0,0.017868995666503906,1
0,0,0.01678180694580078,1
0,0,0.020830154418945312,1
